Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
1016,LN,Success,General,- ,NGO ,- ,30-05-2016,30-05-2016,International Federation of Human Rights ,1,The International Federation of Human Rights declare their support of the right to BDS ,"The International Federation of Human Rights, a federation of 178 organizations from 120 countries established in 1922, formally recognized and reaffirmed the right of individuals to peacefully participate in and call for BDS measures to protest Israel's occupation and discriminatory policies.  ", https://blogs.mediapart.fr/olivia-elias/blog/300516/fidh-le-mouvement-bds-une-reponse-politique-un-manque-daction-politique,https://www.fidh.org/en/region/north-africa-middle-east/israel-palestine/fidh-supports-the-right-to-participate-in-and-call-for-boycott,Paris ,France ,Europe and Central Asia,"Individuals calling for Israel to respect international law, using peaceful means to do so while respecting others’ rights, are human rights defenders. As such, they must be protected",- ,Statement by FIDH ,https://www.fidh.org/en/region/north-africa-middle-east/israel-palestine/fidh-supports-the-right-to-participate-in-and-call-for-boycott,-,-,-,-,1,0,,
102,RF,Success,Divestment,,-,Scottish Palestine Solidarity Campaign,25-11-2008,25-11-2008,Eden Springs,2,Eden Springs closes factory in Scotland,"The decision comes after the company lost hundreds of contracts in Scotland including several with councils and a number with universities, following camapaigning by Scottish Palestine solidarity activists.","http://www.stopthewall.org/2008/11/29/eden-springs-scotland-buckles-under-pressure
https://electronicintifada.net/content/more-transnational-companies-divest-illegal-industrial-settlements/7837
http://www.scottishpsc.org.uk/eden-springs/spsc-closes-israels-eden-springs-depot-as-part-of-boycott-campaign",-,Edinburgh,United Kingdom,Europe and Central Asia,-,-,-,-,-,-,http://3.bp.blogspot.com/-6vP3IHU94iI/T25PzXqjPHI/AAAAAAAAAKY/0_0kSpxxasQ/s1600/166615_10150092995914590_500214589_5986253_3163815_n.jpg,-,1,0,,
1031,LN,Reaction,General,- ,Governmental ,- ,17-06-2016,17-06-2016,- ,3,Dutch Parliament calls for stripping BDS groups of state funding,"The Dutch parliament passed a nonbinding motion calling on the government to deny funding to organization calling for a boycott against Israel, even though the Dutch Foreign Minister publicly states that the right to boycott is protected under freedom of expression. ",http://www.haaretz.com/world-news/europe/1.725586,- ,The Hague ,Netherlands ,Europe and Central Asia,"Parliament requests the government to end as soon as possible direct or indirect funding for organizations which, according to their mission statements or activities, work to achieve or promote a boycott of Israel, and especially for those organizations that play a leading role",Kees van der Staaij ,Author of the motion and member of the Reformed Political Party,http://www.haaretz.com/world-news/europe/1.725586,-,-,-,-,2,0,,
1036,LN,Success,General,- ,"Governmental, Settlements ",-,27-06-2016,27-06-2016,Council of Bondy ,3,Paris Suburb Votes to Boycott All Goods From Israeli Settlements,"The council of Bondy, a municaplity near Paris, passed a motion declaring a boycott of Israeli settlement goods and vowing further research and labeling on other products from Israel. The resolution passed with only five objections. ",https://bdsmovement.net/2016/uk-high-court-rules-favour-local-councils-support-boycott-14275?utm_content=buffera114b&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,http://www.haaretz.com/world-news/europe/1.727397,Bondy,France,Europe and Central Asia,It is a legitimate civil right to be able to accept or refuse to buy merchandise according to its origin... And it is a local collective entity’s duty to verify the traceability of services and products it offers its population,- ,Council of Bondy's BDS Motion ,http://www.haaretz.com/world-news/europe/1.727397,-,-,-,-,0,0,,
104,RF,Success,Divestment,-,Settlements,-,01-12-2008,01-12-2008,Unilever,3,Unilever divests from Israeli factory based in West Bank settlement,"Food and soap manufacturing multinational Unilever announces it would sell its 51 percent stake in the Beigel & Beigel factory in Ariel settlement, illegally built on land confiscated from Palestinians.",http://www.theguardian.com/world/2008/dec/01/israel-palestine-unilever,http://www.theguardian.com/world/2008/dec/01/israel-palestine-unilever,London,United Kingdom,Europe and Central Asia,Following the divestment in recent years of a number of non-core businesses.. the decision has been reached to divest of its interests in the bakery business and will therefore seek to find a buyer for Unilever's share in the Beigel & Beigel partnership.,-,-,http://www.theguardian.com/world/2008/dec/01/israel-palestine-unilever,-,-,http://australiansforpalestine.net/wp-content/uploads/2011/06/008982000636-copy3-150x150.jpg,-,2,0,,
1040,LN,Success,General,- ,-,-,01-07-2016,01-07-2016,Her Majesty's High Court of Justice,3,UK high court rules in favour of local councils who support boycott of Israeli occupation,"The High Court of Justice has ruled in favour of three city councils, Leicester, Swansea, and Gwynedd, who had each passed resolutions in support of BDS. This ruling came after a judicial challenge made by Jewish Human Rights Watch, which included claims that the resolutions breached equality law obligations and failed to stifle anti-Semitism. Lord Justice Simon dismissed all charges. ",https://bdsmovement.net/2016/uk-high-court-rules-favour-local-councils-support-boycott-14275?utm_content=buffera114b&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,-,London,United Kingdom ,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
1042,LN,Success ,General,- ,- ,-,01-07-2016,01-07-2016,Socialist International ,1,Socialist International issued a declaration recongizing BDS' effectiveness and legitimacy ,"Socialist International (SI), which is an association of over 150 socialist and social-democratic parties from over 100 countries worldwide, issued a declaration recognizing the nonviolent BDS movement as well as calling for the release of Palestinian political prisoners and condemning the illegal blockade of Gaza. ",https://canadatalksisraelpalestine.ca/2016/07/14/world-council-of-social-democratic-parties-recognizes-non-violent-boycott-of-israel/ http://www.socialistinternational.org/images/dynamicImages/files/Palestine_EN.pdf,-,Geneva ,Switzerland ,Europe and Central Asia,"The SI recognises the nonviolent BDS movement puts pressure on the Israeli occupation. The SI demands an end to occupation, the system of segregation and all forms of discrimination against all Palestinians including those living in the Negev and affirms the right of the people for full equality and to return to their destroyed communities",-,Socialist International declaration ,http://www.socialistinternational.org/images/dynamicImages/files/Palestine_EN.pdf,-,-,-,-,2,0,,
1044,LN,Success,General,- ,NGO ,"Al-Mizan, Al-Haq, Palestinian BDS National Committee ",03-07-2016,11-01-2439,*Badil ,1,Palestinian activists deliver oral statement at UN Human Rights Council to rally support around BDS ,"At the 26th session of the Human Rights Council, Badil presented an oral statement of behalf of Al-Haq, al Mizan and the Palestinian BDS National Committee as well, bringing attention to the increasing Israeli attacks on the right of freedom of opinion and expression of individuals, groups and association in support of Palestinian rights. They called for measures that would ensure the protection of Palestinian and international human right defenders and the right to call for BDS. ",https://bdsmovement.net/2016/bnc-oral-statement-human-rights-council-14299?utm_content=buffer0d457&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,-,Geneva ,Switzerland ,Europe and Central Asia,"The Israeli government is relentlessly attacking this right through campaigns of false allegations, lawsuits, and attempts to limit the access of human rights organizations and defenders to sources of finance. Further, Israel continues to lobby western governments to adopt legislation which curbs freedom of expression.",- ,Statement ,https://bdsmovement.net/2016/bnc-oral-statement-human-rights-council-14299?utm_content=buffer0d457&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,-,-,-,-,2,0,,
1045,LN,Success,"Divestment,Consumer Boycott",-,-,"Al-Haq, Palestinian Animal League ",05-07-2016,05-07-2016,Four Winds K-9,1,"Dutch Policedog Center, Four Winds K-9, will no longer supply ""attack dogs"" to the Israeli armed forces ","A campaign, led by Al-Haq and the Palestinian Animal League, has forced Four Winds K-9, the Dutch Policedog Center, to stop supplying Israel's armed forces with ""attack dogs."" These dogs are often deliberately set on young Palestinians and peaceful protestors. ",https://pal.ps/english/2016/07/05/victory-there-will-be-no-more-dogs-of-war/ https://electronicintifada.net/blogs/adri-nieuwhof/israel-using-dutch-dogs-terrorize-palestinians,-,Brabant ,Netherlands ,Europe and Central Asia,-,-,-,-,-,-,-,-,1,0,,
105,RF,Success,Divestment,-,Gaza,-,08-12-2008,08-12-2008,British telecom firm,3,British telecom firm severs ties with Israeli counterparts,"FreedomCall, a British telecom firm, informs Israel’s MobileMax, provider of international service for cellular phones, that ""we will no longer be in a position to consider doing business with you or any other Israeli company...as a result of the Israeli government action"" during the assault on Gaza codenamed Operation Cast Lead.","http://www.ynetnews.com/articles/0,7340,L-3648346,00.html",-,London,United Kingdom,Europe and Central Asia,"We will no longer be in a position to consider doing business with you or any other Israeli company, as a result of the Israeli government action",-,-,"http://www.ynetnews.com/articles/0,7340,L-3648346,00.html",-,-,-,-,3,0,,
1051,LN,Success,General,- ,Governmental ,- ,20-07-2016,20-07-2016,- ,3,El Al cancels talks of direct flight with Galicia province in Spain over its pro-BDS stance,Negotiations between El Al officials and tourist officials over opening a direct flight line between Tel Aviv and the Spanish city Santiago de Compostella in Galicia failed because of the passage of a nonbinding City Council motion in favor of the BDS movement. ,http://www.haaretz.com/israel-news/1.732375,- ,Galicia ,Spain ,Europe and Central Asia,-,-,-,- ,- ,- ,- ,-,3,0,,
1057,LN,Reaction,General,- ,Governmental ,- ,03-08-2016,03-08-2016,- ,3,Israel lobby group in Spain takes legal measures to fight BDS Spain,"ACOM, an Israel lobby group working to combat BDS in Spain, has presented lawsuits against every Spanish city council or public instutition that has declared support to the BDS movement. ACOM won legal victories against three municipalities so far, including the Oleca Municipality, the Rivas Vaciamadrid City Council and in La Guardia. In these instances, the boycott agreements that were formely passed were either suspended or overturned. ",http://www.jpost.com/Arab-Israeli-Conflict/Spanish-Israel-lobby-group-deals-triple-blow-to-BDS-movement-in-Spain-463114,- ,- ,Spain ,Europe and Central Asia,-,-,-,- ,- ,- ,- ,-,2,0,,
1063,LN,Success,General,- ,Governmental ,- ,10-08-2016,10-08-2016,Santa Eulalia municipality ,3,Ibiza municipality endorses BDS against Israel,"A municipality in Ibiza, Spain, Santa Eulalia, has passed a resolution endorsing the global BDS movement. The council agreement passed declares the tourist attraction a ""space free of Israeli apartheid."" ",http://www.pjtn.org/imebai/,http://www.jpost.com/Diaspora/Report-Ibiza-municipality-endorses-BDS-against-Israel-463755?utm_content=buffer1a943&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,Ibiza ,Spain ,Europe and Central Asia,-,-,-,-,-,-,-,-,2,0,,
